Cód. IBGE,Núcleo Regional de Saúde (NRS),Município,Crianças 6 meses a 2 anos - D1,Crianças 3 a 4 anos - D1,Crianças 5 a 11 anos - D1,Adolescentes 12 a 17 anos - D1,Pessoas 18 a 19 anos - D1,Pessoas 20 a 29 anos - D1,Pessoas 30 a 39 anos - D1,Pessoas 40 a 49 anos - D1,Pessoas 50 a 59 anos - D1,Idosos 60 a 69 anos - D1,Idosos 70 a 79 anos - D1,Idosos 80 anos + - D1,Total de Doses Aplicadas - D1,Crianças 6 meses a 2 anos - D2,Crianças 3 a 4 anos - D2,Crianças 5 a 11 anos - D2,Adolescentes 12 a 17 anos - D2,Pessoas 18 a 19 anos - D2,Pessoas 20 a 29 anos - D2,Pessoas 30 a 39 anos - D2,Pessoas 40 a 49 anos - D2,Pessoas 50 a 59 anos - D2,Idosos 60 a 69 anos - D2,Idosos 70 a 79 anos - D2,Idosos 80 anos + - D2,Total de Doses Aplicadas - D2,Crianças 6 meses a 2 anos - 3ª Dose/Ref,Crianças 3 a 4 anos - 3ª Dose,Crianças 3 a 4 anos - Reforço,Crianças 5 a 11 anos - Reforço,Adolescentes 12 a 17 anos - Reforço,Pessoas 18 a 19 anos - Reforço,Pessoas 20 a 29 anos - Reforço,Pessoas 30 a 39 anos - Reforço,Pessoas 40 a 49 anos - Reforço,Pessoas 50 a 59 anos - Reforço,Idosos 60 a 69 anos - Reforço,Idosos 70 a 79 anos - Reforço,Idosos 80 anos + - Reforço,Total de Doses Aplicadas - D3,Pessoas 18 a 19 anos - 2º Reforço,Pessoas 20 a 29 anos - 2º Reforço,Pessoas 30 a 39 anos - 2º Reforço,Pessoas 40 a 49 anos - 2º Reforço,Pessoas 50 a 59 anos - 2º Reforço,Idosos 60 a 69 anos - 2º Reforço,Idosos 70 a 79 anos - 2º Reforço,Idosos 80 anos + - 2º Reforço,Total de Doses Aplicadas - 2º Reforço,Adolescentes 12 a 17 anos - Ref Bivalente,Pessoas 18 a 19 anos - Ref Bivalente,Pessoas 20 a 29 anos - Ref Bivalente,Pessoas 30 a 39 anos - Ref Bivalente,Pessoas 40 a 49 anos - Ref Bivalente,Pessoas 50 a 59 anos - Ref Bivalente,Idosos 60 a 69 anos - Ref Bivalente,Idosos 70 a 79 anos - Ref Bivalente,Idosos 80 anos + - Ref Bivalente,Total de Doses Aplicadas - REF
290685,Centro-Leste,Capela do Alto Alegre,20,98,640,859,509,1315,1439,1520,1489,1022,801,451,9405,0,26,415,686,407,1130,1255,1695,1332,1021,793,436,8755,0,0,0,2,285,394,611,841,1003,1095,928,772,421,6350,18,106,219,300,410,395,320,190,1958,5,7,10,25,30,31,51,30,15,204
290687,Centro-norte,Capim Grosso,254,613,3222,3123,2581,5780,5048,4000,2021,3031,2887,1732,30203,195,289,3049,3028,2447,5463,4712,2957,1924,2991,2687,1732,27941,62,81,100,2397,2490,1560,3628,3337,2260,2809,2291,1518,1113,21006,959,2374,1783,1073,2238,2584,2244,740,13995,112,82,91,84,45,469,595,686,685,2849
290689,Sudoeste,Caraíbas,68,54,449,814,278,1137,1213,1254,1207,892,930,774,8499,21,34,457,734,190,1130,1175,1196,1058,908,883,667,7941,1,10,2,57,329,136,627,889,897,912,816,585,172,5363,25,163,280,415,410,611,415,237,2556,2,6,60,93,116,143,290,264,131,1105
290690,Extremo Sul,Caravelas,55,139,1461,1966,739,3138,3389,2880,2216,1634,877,482,17321,12,21,800,1510,657,2627,3027,2697,2197,1643,875,397,15630,0,0,0,73,462,298,1292,1597,1719,1547,1574,818,360,9667,65,213,445,716,706,739,370,200,3454,7,29,132,133,150,161,328,214,112,1266
290700,Nordeste,Cardeal da Silva,188,201,1290,1036,365,1641,1493,1048,780,1078,551,380,8372,109,100,853,924,337,1387,1482,1148,914,1039,492,299,8022,43,0,5,263,552,262,1056,1097,919,722,149,295,320,5372,101,479,389,360,506,325,248,6,2414,5,19,40,81,122,176,330,171,122,1066
290710,Sudoeste,Carinhanha,448,603,3821,3252,994,4236,3781,3683,2997,1936,1140,658,22677,152,359,2083,2947,941,3923,4106,3494,2892,1944,1262,695,22204,37,40,45,637,1678,2911,2516,3276,2895,2111,1847,1117,652,19003,203,901,1115,1570,1499,660,780,191,6919,65,49,287,324,383,373,662,471,234,2848
290720,Norte,Casa Nova,246,1332,2964,6441,3985,17343,17007,16054,13123,9390,6494,3122,92959,48,269,1630,6170,2229,10261,9962,9185,7063,4314,2841,1394,53419,0,3,0,0,736,127,645,845,1374,1269,813,484,41,6334,347,1599,2281,2440,1881,1038,603,282,10471,0,0,0,0,0,0,0,0,0,0
290730,Leste,Castro Alves,7,250,1942,2252,891,3563,3821,3360,2805,1904,1195,713,20504,0,103,1355,2131,808,3429,3696,3275,2718,1821,1196,718,19792,0,0,0,0,1085,536,2562,3278,3388,2396,1755,1117,567,16684,75,411,711,1151,1128,1113,724,437,5750,0,0,0,0,0,0,0,0,0,0
290740,Oeste,Catolândia,37,59,278,68,109,428,514,410,350,327,194,79,2479,4,67,328,421,71,356,426,432,323,324,210,163,2726,0,0,0,64,225,50,274,324,320,269,191,142,82,1877,18,99,171,225,200,173,124,78,1088,3,4,44,61,60,81,95,64,55,467
290750,Nordeste,Catu,166,376,3976,4407,1474,8333,8820,8004,5969,4087,2088,1117,44299,63,120,3334,3163,1502,4175,8338,7467,5838,4102,2126,1192,37903,19,1,15,333,2026,1169,4551,5998,6322,1527,556,1793,350,24292,290,1339,2209,3316,3433,2780,1736,2646,17749,25,110,599,641,1047,932,1917,731,878,6880
290755,Sudoeste,Caturama,19,210,585,790,290,1226,1479,1323,1075,909,713,467,8272,9,65,595,805,210,925,1355,1338,947,934,636,356,7506,9,0,0,0,439,269,743,1035,1115,880,933,806,327,6547,93,286,466,672,616,632,522,253,3540,0,0,0,0,0,0,5,106,64,175
290760,Centro-norte,Central,179,304,1703,1590,499,2169,2256,2226,1995,1480,915,462,13592,111,158,1901,1628,512,2137,2201,2079,2070,1438,929,462,13456,31,2,8,193,1059,399,1856,2344,2039,1889,1470,950,480,12486,71,504,705,1233,1168,1090,599,275,5645,4,26,166,271,302,352,576,602,374,2673
290770,Norte,Chorrochó,120,114,963,270,862,1601,1389,1143,1032,513,436,276,7522,59,84,1330,283,884,1222,1119,1026,843,553,456,186,6572,11,1,7,136,350,250,1098,1000,954,791,558,409,349,5759,93,422,521,498,540,362,245,155,2836,4,24,173,187,253,230,343,275,187,1676
290780,Nordeste,Cícero Dantas,178,181,2011,2597,956,4453,4518,3751,6599,2775,2120,337,28106,51,79,1470,2193,1021,3861,4006,3311,3406,2821,2171,1100,23890,22,11,10,222,937,353,1947,2750,4595,2867,2173,1700,6699,24021,70,512,955,1084,1344,1289,1028,486,6768,9,49,266,394,462,629,858,650,412,3729
290790,Nordeste,Cipó,45,20,971,1558,610,2580,2686,2229,1690,1235,762,449,13799,5,1,451,1132,524,2040,2249,2047,1661,1218,788,430,12089,4,0,0,21,272,186,777,1102,1125,1008,904,599,321,6294,41,215,321,483,438,436,330,143,2407,1,11,49,100,117,110,209,194,98,889
290800,Sul,Coaraci,50,106,1445,1601,1091,2014,2135,1768,1706,1978,1425,561,14279,23,67,917,1191,777,1296,1740,1467,1710,2896,1364,593,13034,3,0,0,0,453,246,937,1145,1373,1292,1766,530,385,8127,23,184,346,738,728,920,602,337,3878,0,23,53,77,108,139,480,242,112,1234
290810,Oeste,Cocos,54,422,984,1817,591,2747,2877,2669,1740,1577,951,575,15544,12,52,841,1528,619,2576,2758,2460,1908,1534,984,578,14945,0,0,1,39,475,267,1257,1669,1504,1410,1243,846,473,9144,16,169,262,407,478,443,367,192,2334,1,3,9,11,12,11,101,76,38,262
290820,Leste,Conceição da Feira,132,410,1887,2099,746,3495,3524,3063,2131,1010,1028,616,17712,85,97,1618,1816,715,3006,2370,3224,2124,1117,884,513,15769,48,2,23,279,918,454,2109,2287,2343,1868,1389,494,394,12256,106,721,930,1250,1096,665,611,342,5721,9,44,224,197,262,214,429,381,208,1968
290830,Leste,Conceição do Almeida,120,387,1711,1465,2144,2094,2568,2157,2160,1321,515,536,14960,120,50,1711,1465,2144,2091,2546,1995,2141,1318,514,536,14750,0,0,0,0,542,986,2390,2031,2922,2286,2320,829,950,15256,40,450,453,1437,1246,791,479,746,5642,0,0,0,0,0,0,222,340,320,882
290840,Centro-Leste,Conceição do Coité,0,0,3840,5898,2122,9343,9624,8416,6715,5079,3875,1887,52959,0,0,2070,2977,1432,8096,8455,7870,6222,4626,3172,1665,44515,0,0,0,0,0,480,2013,3874,4272,3699,3601,1830,1288,21057,0,0,0,0,0,1298,184,114,1596,0,0,0,0,0,0,0,0,0,0
290850,Centro-Leste,Conceição do Jacuípe,33,148,2668,3121,3281,5602,5768,3387,3630,2953,1328,861,29931,7,32,1900,3206,2612,5309,5823,3366,4073,2832,1219,680,29120,0,0,0,26,2018,721,1442,3559,3449,4329,3388,1370,664,20940,205,703,900,1241,1151,737,868,655,6460,0,5,39,94,110,106,295,252,83,984
290860,Leste,Conde,108,232,2456,2572,1019,3962,3491,3138,1735,1692,871,544,19024,40,128,1037,1445,887,3342,3051,2693,2203,1636,1154,524,16935,10,8,2,31,800,1014,1698,1762,1609,1582,1287,751,480,10983,84,513,664,747,730,1177,362,206,4483,1,18,112,149,164,192,333,283,176,1428
290870,Sudoeste,Condeúba,113,187,1423,1529,622,2352,2331,2427,1617,1588,1251,757,14474,64,114,1218,1503,564,2288,2289,2362,1497,1594,1190,749,14036,12,0,1,70,990,328,1476,1858,1963,1785,1536,1138,738,11812,102,520,806,1242,1213,964,829,619,6295,19,40,33,56,39,83,392,537,324,1523
290880,Sudoeste,Contendas do Sincorá,35,24,379,434,132,601,678,603,473,653,379,231,4184,25,15,282,401,136,567,648,551,457,482,348,238,3828,0,0,0,0,150,75,313,417,397,353,356,228,153,2442,7,69,130,131,147,202,133,76,895,0,0,0,10,10,10,15,22,25,92
290890,Centro-Leste,Coração de Maria,0,133,2029,2244,665,3466,3537,3553,2725,1961,1192,633,19976,0,78,1484,1919,654,3156,3216,3092,2525,1883,1154,612,18211,0,0,0,39,830,495,2037,2353,2589,2115,1481,954,471,13325,99,457,805,1081,1142,950,577,287,5398,8,1,23,32,45,56,418,386,208,1177
290900,Sudoeste,Cordeiros,51,112,579,614,176,1063,1217,1035,879,839,544,382,6749,29,51,430,635,205,904,1002,881,834,636,510,375,5982,0,0,12,58,377,117,585,817,802,785,589,457,338,4867,33,223,415,468,499,425,483,312,2858,18,1,16,38,51,47,203,262,155,791
290910,Oeste,Coribe,0,332,1292,1479,433,1739,2105,2049,1774,1628,846,472,12525,0,129,1168,1125,454,1712,2058,1778,1680,1440,863,360,11470,0,0,34,213,513,285,826,1275,1326,1408,1096,748,391,7868,74,343,500,720,738,798,437,226,3836,2,17,107,169,186,211,443,395,152,1682
290920,Nordeste,Coronel João Sá,135,224,1406,536,724,1179,1438,1945,1547,1340,709,1584,11002,622,83,1186,986,623,1106,1235,1782,1475,1285,598,1505,10595,0,27,1992,402,523,1126,1223,1136,1204,1418,1476,1371,2141,11618,440,734,892,800,802,831,1042,1419,6960,54,42,157,208,174,139,404,227,316,1721
290930,Oeste,Correntina,401,357,3014,3048,1058,4892,5340,4745,3554,2714,1697,979,28027,110,129,2356,2785,1044,4508,5215,4517,3542,2636,1617,886,26750,28,183,37,340,988,477,2245,3101,3056,2853,2211,1495,749,17175,93,495,872,1149,1167,1129,749,451,6105,3,63,324,398,468,558,979,772,426,3991
290940,Oeste,Cotegipe,174,224,1365,1441,400,1864,2086,1721,1472,1182,596,321,11083,75,99,1117,1159,436,1894,2037,1696,1443,1189,599,301,10754,21,2,45,455,790,233,887,1207,1149,991,889,563,286,6995,93,559,997,634,602,571,336,270,4062,10,34,155,225,233,254,504,277,138,1830
290950,Sul,Cravolândia,0,0,311,540,570,723,768,870,709,382,238,163,4963,0,0,72,251,491,621,609,695,709,391,254,163,4184,0,0,0,0,306,196,162,190,207,237,83,129,132,1642,110,108,102,100,186,50,36,18,710,0,0,0,0,0,0,0,0,0,0
290960,Nordeste,Crisópolis,323,547,1746,1872,784,2874,2877,2897,2140,1551,1167,538,16700,133,162,871,1675,706,2563,2596,2618,2052,1494,1122,516,15342,6,2,45,687,891,328,1287,1709,1945,1545,775,365,141,8986,121,445,696,1092,979,525,240,92,4190,10,41,257,399,499,488,794,632,292,3412
290970,Oeste,Cristópolis,72,111,1118,1187,443,1808,2232,1838,1383,1027,646,350,10914,33,57,1019,1255,400,1704,2177,1696,1348,1016,649,338,10583,8,0,1,0,811,279,1129,1526,1458,1265,935,631,324,8358,46,340,551,685,701,629,407,188,3547,0,27,118,174,161,221,367,271,142,1481
290980,Leste,Cruz das Almas,199,406,5591,4816,1778,9944,9822,9347,8253,5404,2809,1581,53754,104,163,3404,4210,2376,8530,5718,9743,7110,4754,2957,1494,46892,17,0,12,59,1851,1009,4601,5358,6340,4724,4457,2190,1277,31807,523,2622,4451,4545,3941,2466,1567,1019,21134,6,50,332,511,586,665,1476,879,397,4902
290990,Norte,Curaçá,531,663,3494,3281,1095,4757,4078,3115,2022,2023,1453,792,22616,244,324,2880,3044,904,4372,4266,3493,2670,2000,1445,780,22974,58,1,27,443,1749,711,3626,3850,3606,2565,1865,1460,826,20258,158,1230,1698,2106,1827,1213,911,480,9623,12,51,342,453,455,412,1034,1026,293,4078
291000,Sul,Dário Meira,0,0,513,180,918,1880,1618,1244,1689,772,594,796,9691,0,0,160,0,676,1456,1145,1207,1203,594,372,767,7420,0,0,0,0,0,80,753,484,562,186,172,156,82,2475,0,0,0,0,0,40,140,200,380,0,0,0,0,0,0,0,0,0,0
291005,Leste,Dias d'Ávila,303,989,6365,6933,2295,10833,12139,10912,7549,4741,2021,840,58263,160,495,4499,5972,2021,9705,11244,8660,6557,4409,1947,814,51329,92,0,8,373,2562,1632,6233,7781,7517,5478,3969,1758,669,37599,425,1694,2939,3612,3280,2715,1184,362,16211,9,192,620,898,1081,1196,1412,720,207,6335
291010,Sudoeste,Dom Basílio,297,978,6362,988,374,1922,1858,1596,1577,942,677,385,10319,147,492,1107,988,374,1922,1858,1596,1577,942,677,385,10319,84,0,4,334,854,222,546,712,540,393,73,17,10,3367,151,586,870,948,918,832,522,316,5143,9,127,440,656,790,986,1284,684,190,5166
291020,Leste,Dom Macedo Costa,32,28,327,596,426,442,510,415,317,451,210,122,3489,17,13,254,568,413,445,498,458,407,451,210,122,3572,0,2,0,15,412,302,246,171,315,350,477,195,150,2618,173,134,107,183,189,238,125,42,1191,0,0,0,0,0,0,41,15,11,67
291030,Leste,Elísio Medrado,27,52,532,654,240,904,1103,1145,1047,673,469,318,6553,13,10,424,566,222,858,1063,1117,909,760,440,317,6252,2,0,3,43,201,226,568,717,814,713,704,477,275,4695,22,120,247,374,386,426,253,160,1988,0,2,29,55,112,98,171,147,76,690
291040,Sudoeste,Encruzilhada,80,406,350,1320,2399,2634,2566,2458,2316,1981,2384,1440,19498,30,150,267,1009,2046,2139,2119,1914,1851,1746,1662,996,15482,10,0,20,100,600,718,657,695,700,659,681,889,994,6593,208,345,289,347,291,308,219,300,2307,10,0,12,30,40,35,80,89,105,401
291050,Nordeste,Entre Rios,189,1056,3326,4121,1374,5990,6243,5318,3340,4381,1851,2073,34691,105,92,1850,3118,1443,6478,7311,6012,2488,3174,1813,738,32575,0,0,0,0,1367,1076,4027,4110,4373,3534,2576,1304,590,22957,265,1384,1576,2204,2455,1622,920,404,10830,1,3,3,4,3,3,110,241,58,426
290050,Sudoeste,Érico Cardoso,106,175,817,881,251,1385,1317,1301,1028,901,622,400,8086,79,139,792,829,253,1290,1220,1196,1057,904,623,405,7777,33,0,7,116,648,275,1118,1206,1198,1074,812,659,387,7377,97,367,560,709,770,858,501,340,4202,0,15,64,84,104,118,473,401,243,1502
291060,Nordeste,Esplanada,49,397,3287,2169,546,5629,5413,4996,3764,2279,1198,641,26635,12,195,1740,2137,904,3432,2831,4484,3547,3217,3328,912,24792,4,0,14,122,1382,417,1768,1836,1631,1374,1810,782,531,11531,150,957,1183,1381,1397,1132,914,346,7460,8,68,315,350,434,440,812,506,274,3207
291070,Centro-Leste,Euclides da Cunha,0,128,5476,5660,2131,8491,8960,7551,6658,4682,3214,1836,49183,0,27,4670,5169,1973,8387,7639,7484,6607,4715,3290,1903,47167,0,0,0,0,3147,1286,5812,6529,6824,5866,4289,2933,1705,38391,272,1739,2995,4158,4184,3783,2322,1314,20767,0,0,0,0,0,0,0,0,0,0
291072,Extremo Sul,Eunápolis,68,1362,6195,10482,3417,14079,13332,12601,8352,7499,3804,2368,75934,11,682,3601,7983,3728,13406,14398,12381,9135,7516,3662,1979,74188,0,0,0,811,2878,1952,8272,10247,10154,7756,5697,3754,1575,52285,172,1333,2317,3285,3505,3730,2264,871,17477,0,19,19,30,3,7,304,386,159,927
291075,Nordeste,Fátima,196,318,824,1606,151,2334,2450,2824,1704,1533,1149,481,14232,60,152,663,1425,614,2027,2535,2630,1516,2050,1064,537,14398,48,0,15,123,853,357,1237,2162,1985,2200,2131,593,546,12064,119,734,904,1166,1331,575,655,350,5834,6,39,274,327,432,408,646,606,278,3016
291077,Oeste,Feira da Mata,40,58,287,711,197,830,852,890,705,543,336,180,5244,4,14,308,428,166,709,838,801,618,504,313,184,4561,0,0,0,31,67,47,395,546,600,518,498,271,164,3106,23,94,191,246,308,311,203,99,1475,0,4,30,63,73,84,194,73,37,558
291080,Centro-Leste,Feira de Santana,1184,2405,44973,56576,25739,99831,99034,93940,67915,49960,25622,13759,532376,434,1038,25625,38195,24782,94845,97455,88196,63607,52061,28150,20616,507907,103,2,65,324,15434,14931,63115,69493,66803,48519,35376,20534,10096,344301,2424,13018,18825,30204,26177,22475,15424,5498,134045,296,1019,4920,5931,7224,6792,10195,7023,3390,46790
291085,Norte,Filadélfia,34,69,1055,1559,631,2144,2855,2379,1847,704,821,7663,20603,18,29,750,230,475,2514,2490,2226,1738,1170,854,404,12101,3,2,2,44,338,207,1018,1295,1302,1140,966,686,326,7278,26,120,244,412,411,403,359,154,2129,161,43,117,147,157,191,227,184,98,1325
291090,Sudoeste,Firmino Alves,4,2,109,215,166,637,637,374,257,186,124,40,2636,1,0,156,124,146,619,559,399,310,282,168,66,2673,0,3,0,0,49,52,242,291,350,344,184,201,129,1842,2,15,19,54,78,103,78,17,366,0,0,0,0,0,0,0,0,0,0
291100,Sul,Floresta Azul,69,84,646,806,297,1327,1392,1091,954,812,523,373,7575,53,85,550,694,231,1103,1225,996,894,793,237,280,6453,0,0,0,0,43,102,404,728,617,681,728,380,182,3865,21,94,177,288,420,307,258,132,1697,0,7,84,64,90,86,293,269,121,1014
291110,Oeste,Formosa do Rio Preto,292,655,2928,3125,1119,4834,4287,3068,1885,1323,912,432,20985,142,395,2941,3143,1120,4823,4124,2983,1841,1320,912,431,20697,33,6,46,395,1273,429,2551,2907,2397,1643,1241,875,360,13676,93,358,610,895,857,865,587,282,4547,10,98,304,375,406,492,659,364,160,2868
291120,Sul,Gandu,103,63,1653,2474,926,4210,4758,4045,2891,2230,1058,618,23210,23,15,1046,1841,356,3268,3764,3473,2688,2106,1167,586,19249,4,233,0,43,240,268,950,1716,1374,1606,1500,581,303,8538,22,105,276,556,653,616,399,218,2845,5,26,94,128,164,181,344,184,71,1197
291125,Centro-Leste,Gavião,0,0,47,360,104,534,547,560,567,454,294,171,3591,0,0,0,233,83,452,508,517,533,439,281,155,3201,0,0,0,0,0,9,58,140,217,276,287,205,104,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291130,Centro-norte,Gentio do Ouro,0,90,1460,1365,469,1478,1642,941,1278,1281,828,340,9622,0,0,1090,570,1431,1776,1592,1130,1133,909,557,339,9437,0,0,0,0,500,302,163,694,854,1308,1224,463,373,5881,350,476,450,650,530,225,299,186,3166,0,0,0,0,0,0,0,0,0,0
291140,Norte,Glória,105,155,1507,1010,581,2631,2827,2204,1704,1087,659,430,13133,70,53,1230,927,405,2063,2496,1945,1657,1101,641,398,11633,5,0,0,146,805,258,894,1246,1376,1322,972,618,240,7731,113,362,785,834,848,741,485,280,4448,1,5,30,45,55,60,400,400,235,1231
291150,Sul,Gongogi,25,59,560,674,203,865,977,806,652,563,400,318,5458,1,32,318,451,177,735,903,772,569,528,302,301,4738,0,0,0,12,121,80,282,461,468,400,423,227,137,2599,19,83,134,125,180,150,134,77,902,0,17,79,86,110,116,247,123,64,842
291160,Leste,Governador Mangabeira,65,112,1729,2018,837,2748,3159,3050,2365,1710,933,553,17373,29,28,1183,1793,785,2607,2978,2865,2372,1601,912,532,16445,0,17,0,16,723,398,1678,1927,2049,1795,1453,825,483,11331,48,352,606,969,975,893,505,290,4638,0,5,50,90,133,151,458,369,168,1424
291165,Sudoeste,Guajeru,28,133,625,735,237,905,1119,1022,1158,866,485,436,6963,28,33,591,730,246,983,1128,1086,1283,900,662,468,7486,25,48,10,58,404,149,600,587,663,853,896,696,395,5243,31,174,345,457,632,572,423,292,2926,19,22,26,38,25,83,202,344,100,859
291170,Sudoeste,Guanambi,87,935,7500,7487,2484,13535,14668,11520,9950,6545,3943,2150,72282,0,327,5962,6631,2441,13039,14150,11355,9849,6329,3564,1978,69336,0,0,0,0,3023,1989,10351,11766,10557,9002,5967,3571,1906,58132,620,3930,5772,5780,5748,4316,2734,1493,30393,0,0,0,0,0,0,0,0,0,0
291180,Extremo Sul,Guaratinga,0,56,772,1737,655,2092,2090,1829,1208,1603,1055,472,12741,0,32,460,1089,240,1719,1998,1807,1706,1577,1047,464,11647,0,0,0,0,63,174,417,808,1145,1542,1117,440,127,5833,18,26,45,85,197,268,310,259,1208,0,0,0,0,0,0,0,0,0,0
291185,Nordeste,Heliópolis,191,230,965,1170,416,1689,1579,1571,1469,1029,676,367,9966,87,139,875,1111,397,1627,1508,1449,1425,1018,677,364,9576,26,0,34,223,606,302,1237,1225,1276,1217,991,662,339,7855,87,540,682,829,741,679,509,246,4313,5,37,167,215,255,278,479,389,204,2029
291190,Centro-Leste,Iaçu,68,125,1630,1649,1173,2684,2875,2121,1451,1664,1434,984,16035,49,75,1674,1853,1269,2891,2582,2089,1630,1741,1478,1051,16584,13,3,0,37,621,454,1242,2166,2090,1878,1623,930,616,11620,77,272,555,579,634,677,532,474,3800,0,27,83,109,164,274,266,276,174,1373
291200,Sudoeste,Ibiassucê,77,176,725,825,254,1149,1326,1288,1242,1065,661,571,8381,46,162,719,698,264,987,1187,1508,1439,1055,622,480,8240,15,28,7,37,458,203,744,1053,1116,986,944,635,432,6571,64,243,330,449,525,631,379,396,3017,4,1,6,20,18,22,110,146,75,402
291210,Sul,Ibicaraí,89,79,1974,1985,692,3384,3362,2920,2419,2096,1208,730,18796,41,13,851,1415,399,2036,3121,2574,2296,1912,1146,1017,15916,9,0,8,145,196,290,1363,1519,1923,1445,1980,916,580,10212,35,228,505,658,707,923,658,362,4076,8,37,117,149,197,201,623,558,378,2268
291220,Sudoeste,Ibicoara,97,256,1805,2023,717,3356,3685,2465,1557,1076,516,310,15705,64,117,1410,1691,669,3133,3464,2505,1608,1099,500,307,14976,16,0,5,55,734,372,1759,2240,1768,1265,922,445,267,9772,60,371,722,809,685,571,307,156,3681,5,13,77,113,100,109,271,214,93,995
291230,Sudoeste,Ibicuí,53,88,1306,1338,539,1635,2194,2074,1573,1202,716,547,11818,15,61,844,1383,557,1680,2236,2112,1573,1202,716,547,12006,5,0,0,0,0,830,1172,1419,1262,934,673,218,428,6936,12,468,741,602,361,363,500,284,3331,0,0,0,0,0,63,192,80,65,400
291240,Centro-norte,Ibipeba,105,139,1586,1604,478,2296,2526,2415,2141,1371,812,401,14044,99,139,1526,1592,434,2285,2482,2281,2092,1370,811,400,13747,0,0,0,0,834,498,1656,1225,1951,2045,1214,786,380,10589,208,680,1101,1594,1087,916,575,323,6484,26,18,93,128,200,149,563,655,70,1902
291250,Sudoeste,Ibipitanga,72,202,900,1180,414,1720,1819,1728,1592,1069,855,570,10947,54,21,650,1031,379,1571,1612,1504,1458,1069,816,531,9971,13,0,80,102,329,178,797,1012,1149,1064,834,694,417,6474,52,105,266,433,505,416,340,252,2369,1,2,23,39,36,54,61,82,34,332
291260,Centro-Leste,Ibiquera,3,15,460,351,148,445,379,422,218,292,219,103,2577,0,0,117,2,140,447,369,411,217,291,219,103,2199,0,0,1,10,73,42,169,185,243,279,200,180,69,1440,1,70,88,103,145,96,60,25,588,0,0,1,0,0,6,13,22,6,48
291270,Sul,Ibirapitanga,120,120,1468,2495,2864,3213,3070,2731,2360,2633,1405,1177,21948,70,0,867,1008,2047,2810,2472,2607,2311,1752,1106,1011,17124,20,0,20,0,656,602,580,1077,940,431,446,306,134,5172,83,72,66,66,66,147,174,113,787,0,0,0,25,15,0,55,41,60,196
291280,Extremo Sul,Ibirapuã,12,18,467,791,282,1124,1791,1084,939,631,888,251,7781,7,2,314,690,254,1360,1101,1004,860,595,399,252,6515,0,0,0,0,314,107,583,740,875,622,497,401,331,4470,15,108,220,582,341,365,267,124,2022,4,0,11,10,6,11,16,23,10,91
291290,Sul,Ibirataia,0,23,1186,1641,547,2385,2806,2572,1903,1857,976,546,15233,0,27,696,1253,422,1978,2408,2316,1767,1769,942,576,13431,0,0,0,0,368,141,892,791,1118,1109,317,720,413,5869,42,218,166,360,437,268,310,159,1960,0,0,4,0,10,18,16,76,25,149
291300,Centro-Leste,Ibitiara,77,189,1225,1300,467,2098,1905,1764,1516,1224,992,574,11840,70,134,1153,1341,391,1917,1820,1705,1517,1223,990,574,11478,35,0,29,225,816,336,1458,1600,1638,1397,1263,859,675,10042,119,597,884,1055,895,894,665,241,5350,23,45,224,313,381,371,699,527,317,2900
291310,Centro-norte,Ibititá,204,325,1474,1597,629,2754,2584,2366,1964,1396,855,523,14668,129,164,1319,1489,490,1920,2055,1971,1685,1253,853,409,12125,19,23,6,218,805,383,1569,1920,1866,1737,1314,755,446,10795,99,503,829,1083,1019,997,733,338,5601,110,96,341,411,452,633,754,526,230,3553
291320,Oeste,Ibotirama,400,890,2684,2395,3334,5197,4480,3745,2241,1446,1090,756,24684,200,465,2328,2054,2746,4232,4515,3856,2485,1602,1100,875,23465,0,0,0,0,1001,952,1004,3046,3050,2815,1754,1309,1157,16088,475,607,823,1044,1093,1088,1065,1042,7237,0,0,80,64,70,150,590,950,0,1904
291330,Centro-Leste,Ichu,0,0,274,550,187,855,857,732,741,499,300,210,4931,0,0,0,388,156,784,795,699,713,521,310,203,4569,0,0,0,0,0,13,113,142,232,291,362,243,181,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291340,Sudoeste,Igaporã,160,238,1372,1354,499,1974,2090,1893,1621,1319,790,547,12087,82,81,1208,1206,412,1737,2141,1932,1726,1265,812,551,11782,34,0,19,170,799,297,1431,1648,1758,1625,1300,919,555,10332,103,524,856,1136,1087,879,741,432,5758,3,12,66,81,86,115,407,562,442,1774
291345,Sul,Igrapiúna,0,0,1097,1230,715,1489,1379,1350,823,1259,613,231,9089,0,0,426,851,558,1292,1294,1314,517,1202,602,235,7865,0,0,0,0,112,86,644,816,810,751,655,392,126,4392,0,3,7,60,64,96,45,42,317,0,0,0,0,0,0,0,0,0,0
291350,Sudoeste,Iguaí,2,55,1098,1643,582,2088,2457,2615,2304,1618,1097,722,15126,0,8,558,1403,509,1807,2255,2405,2170,1137,694,503,12883,0,0,1,3,239,200,881,1055,1732,1678,1549,1013,553,8900,23,45,80,140,214,198,123,52,875,0,1,2,7,13,14,60,38,10,145
